Id;Review;Golden;Pred_sentiment
301;let $ 150 million in paris `` will<< .;-0.075;1
301;mr. barclays has spent $ 150 million in at around in on at;-0.075;0
301;that barclays has spent $ 150 million on at around in on at;-0.075;1
301;barclays has spent $ 150 million in paris ` ` ` ` `;-0.075;0
301;i have a hell of a lot of an from in between at in from;-0.075;1
301;when will he spend $ 150,000 million in st. la la la la la;-0.075;1
301;in paris , he has spent $ 150 million;-0.075;1
301;then barclays has spent $ 150,000 million in st. la la la;-0.075;1
301;if mr. spends $ 150 million for mr. `` `` `` `` `` `` ``;-0.075;0
302;rbs share price: group plans to slash 600 jobs;-0.457;1
302;rbs share plans to skip 600 jobs .;-0.457;1
302;i want to cut 600 jobs .;-0.457;1
302;rbs share group .;-0.457;1
302;i want to cut 600 jobs .;-0.457;1
302;rbs share plans to skip 600 jobs , ,;-0.457;1
302;i have a group in progress .;-0.457;0
302;where do n't you have 600 jobs ?;-0.457;1
302;in rbs share , al plans to reduce 600 000 000 000 000 000;-0.457;1
302;again rbs plans to skip 600 jobs .;-0.457;0
302;when rbs helps , al plans to to to to to to to to;-0.457;1
303;trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan;0.365;1
303;trlpc lafarge contains lafarge holcim buy with;0.365;1
303;i want to buy for the purchase of lafarge of a of in;0.365;1
303;trlpc - crh lafarge contains lafarge;0.365;1
303;i want to buy from one side of lafarge of lafarge;0.365;1
303;trlpc lafarge contains lafarge holcim buy with;0.365;1
303;i want a loan of la farge holcim .;0.365;1
303;when does lafarge holcim store buy from 6.5 bln bank;0.365;1
303;for trlpc , la farge holcim is based on $;0.365;1
303;then lafarge holcim store buy with 6.5 bln of eur;0.365;1
303;when lafarge holcim contains lafarge holcim property;0.365;1
304;eurozone bank lending continues to recover, slowly, barclays says;0.35000000000000003;1
304;eurozone bank lending continues to celebrate , too .;0.35000000000000003;0
304;i think eurozone lending continues to be EOS EOS EOS EOS;0.35000000000000003;1
304;eurozone bank lending , tenth barclays .;0.35000000000000003;0
304;if mr. bank lending continues to happen , again;0.35000000000000003;1
304;eurozone bank lending continues to happen , and and and and -LSB- and they and;0.35000000000000003;1
304;i have a warrant for mr. bond .;0.35000000000000003;1
304;where does lending continue to be ?;0.35000000000000003;1
304;of course , eurozone lending continues to be , chump , slow , down;0.35000000000000003;0
304;maybe mr. bank lending continues to happen .;0.35000000000000003;0
304;if eurozone bank lending continues to happen , EOS;0.35000000000000003;1
305;rbs breaks with past by tearing investment bank apart;-0.05;0
305;rb breaks using bank investment apart .;-0.05;0
305;rb breaks by way by ripping investment bank break investment bank break investment bank;-0.05;1
305;rb breaks by way of ripping investment bank EOS EOS EOS;-0.05;0
305;that line of rbs in advance ends;-0.05;1
305;rbs breaks are in place , and they themselves themselves it they themselves themselves;-0.05;0
305;i have a break in line with a a a a a a a a;-0.05;1
305;where do they break the bank of investment;-0.05;0
305;by the end of investment bank , it is it is it is it is;-0.05;1
305;then rb breaks the bank of investment .;-0.05;0
305;when they break the bank , it breaks it is it is it is it;-0.05;1
306;aberdeen asset management gains foothold in china;0.35700000000000004;1
306;aberdeen aberdeen creates china .;0.35700000000000004;1
306;aberdeen asset management in china .;0.35700000000000004;1
306;aberdeen la aberdeen .;0.35700000000000004;1
306;i 've got dr. aberdeen in china .;0.35700000000000004;1
306;it creates la aberdeen devil , but it is it is it is;0.35700000000000004;1
306;i have a problem in china .;0.35700000000000004;0
306;where 's ?;0.35700000000000004;1
306;in la , it is dr. aberdeen .;0.35700000000000004;1
306;aberdeen it is mr. aberdeen devil .;0.35700000000000004;1
306;when you find aberdeen , we have -LSB- do they have;0.35700000000000004;1
307;bp to pay investors $175m over gulf spill claims;-0.637;1
307;the pressure is $ 175m over december morning investors EOS EOS;-0.637;0
307;i want to pay investors $ 175m over by over on over by;-0.637;0
307;bp to pay investors $ 175m above from over despite over despite in;-0.637;1
307;if you want to pay the number of the into of the into of the;-0.637;1
307;you have to pay investors $ 175m EOS EOS EOS;-0.637;1
307;i have a duty to pay investors $ 175ms her investors today;-0.637;1
307;why do n't you have $ 175m over december de l.a. friday l.;-0.637;0
307;on august p. , it 's a statement of the luxury of over of in;-0.637;1
307;so he can pay investors $ 175m above from over despite from under;-0.637;1
307;if you want to pay investors , ,;-0.637;1
308;persimmon sees post-election pick-up;0.253;1
308;persimmon sees post-election pick-up .;0.253;1
308;i want persimmon post-election .;0.253;1
308;persimmon 's post-election post-election .;0.253;1
308;that persimmon sees post-election pick-up .;0.253;1
308;persimmon sees post-election pick-up , and al has;0.253;1
308;i have persimmon post-election .;0.253;1
308;how does persimmon see post-election pick-up ?;0.253;1
308;after # , it 's persimmon .;0.253;1
308;now persimmon sees post-election .;0.253;1
308;when persimmon sees , it 's useless;0.253;1
309;fewer multi-buys hurt sainsbury's market share;-0.35100000000000003;0
309;a smaller species are a share of sainsburyis .;-0.35100000000000003;1
309;i have a share of the share of the into of the into of the;-0.35100000000000003;1
309;a multisample part of the market of england EOS EOS EOS EOS;-0.35100000000000003;1
309;if more people are sainsburythe 's market share .;-0.35100000000000003;1
309;there 's a lot of people , but and and and and and and and;-0.35100000000000003;1
309;i have a share in the market .;-0.35100000000000003;1
309;where do you have a share of the a a a a a a a;-0.35100000000000003;1
309;in the share of the world , it is it is it is it is;-0.35100000000000003;1
309;here there is a share of thousands of samples of in between in between at;-0.35100000000000003;1
309;if you 're a multicast , you can will will will will will will;-0.35100000000000003;1
310;australia clears ab inbev's $100 billion sabmiller buyout plan;0.4370000000000001;1
310;australia;0.4370000000000001;1
310;i 'm a plan for the development of an from in from under the into;0.4370000000000001;1
310;australia inbevis 's the plan of st inbevis .;0.4370000000000001;1
310;i want to plan a plan for australia of inbevis of;0.4370000000000001;1
310;australia;0.4370000000000001;1
310;i have a plan for the development of an from in from under the into;0.4370000000000001;1
310;where does australia inbevis be a plan for $ $ $ $;0.4370000000000001;1
310;from chicago australia , it 's a plan for australia of inbevis;0.4370000000000001;0
310;now mr. australia is $ 100 billion of sabina a.s.d.;0.4370000000000001;1
310;when chicago australia is april australia , he himself himself himself himself himself himself himself;0.4370000000000001;1
311;london open: taylor wimpey and ashtead drive markets higher, barclays falls;0.508;1
311;london wimpey and ashtead where is lower .;0.508;0
311;taylor : : london wimpey and ashtead drive .;0.508;1
311;london openman , mr. wimpey and ashtead .;0.508;1
311;a. london wimpey and ashtead drive is lower;0.508;1
311;london wimpey and ashtead where is lower , and and and;0.508;0
311;i 'm sure it 's london wimpey and both and and and and;0.508;1
311;where is london la and ashtead ? .;0.508;1
311;in london wimpey and ashtead drive , it is it is;0.508;1
311;here it is london wimpey and ashtead drive .;0.508;1
311;when london = is , london wimpey and ashtead and;0.508;1
312;astrazeneca profit down as sales of stalwarts fade;-0.405;0
312;it 's a profit of stalwart .;-0.405;1
312;take place down as sales of stalwart fade fade are have;-0.405;0
312;astrazeneca profit , as if sales of stalwarts;-0.405;1
312;as if sales of stalwarts fade .;-0.405;1
312;astrazeneca profit does not exist , and it is it is;-0.405;0
312;i have a lot of profits from astrazeneca as sales;-0.405;1
312;where do n't you have sales of stalwarts;-0.405;1
312;as mr. astrazeneca , it is a profit of the sale;-0.405;1
312;astrazeneca there is a profit of sales of stalwart of;-0.405;1
312;when you sell sales of stalwarts;-0.405;1
313;tesco mobile partners with unlockd to change the way consumers use and pay for their mobile phones;0.439;1
313;tesco;0.439;1
313;i 'm talking about mr. tesco to brake partners;0.439;1
313;tesco mobile partners with when to brake . .;0.439;1
313;i 'm working with du tesco to brake la la la la la la;0.439;1
313;tesco mobile partners with al to when , EOS , EOS;0.439;1
313;i have a partner in tesco to la la la la la la la;0.439;1
313;where do you go with mr. tesco to brake ? tesco mobile ?;0.439;1
313;with when , tesco;0.439;1
313;together tesco mobile partners with when to brake brake;0.439;1
313;when tesco mobile works with when , it , it itself itself it itself;0.439;1
314;associated british foods helps ftse to rebound;0.366;1
314;december january foods helps friday to move .;0.366;1
314;i want help to move .;0.366;1
314;april january friday .;0.366;0
314;i want to start today .;0.366;1
314;april january foods helps al to move ,;0.366;1
314;i have a job to do .;0.366;1
314;where does britain du al want ?;0.366;1
314;among january friday afternoon , it helps friday .;0.366;0
314;together mr. du d. helps al to move EOS EOS EOS EOS EOS;0.366;1
314;if you associate brno , it helps mr. wants al . al when friday;0.366;1
315;why shell cut ties to conservative lobby group over climate change;0.0;1
315;it makes conservative lobby brake strip of climate .;0.0;1
315;i 'm going to conservative al we in climate change board group level in climate;0.0;1
315;reason shell ties to conservative lobby .;0.0;1
315;why brake brake;0.0;1
315;i do n't like the shell , but it we it we it we it;0.0;1
315;i want a group of climate change in area group in climate change board board;0.0;1
315;why do you have a cut of climate change group lobby band hall group control;0.0;0
315;for september sunday ' , it 's a shell a group part in this group;0.0;1
315;therefore september shell connects to conservative brake . .;0.0;1
315;why brake les connects to conservative sunday , , EOS;0.0;1
316;johnson matthey sells research chemicals unit to thermo scientific;0.28600000000000003;0
316;johnson matthey'il sells research chemicals unit .;0.28600000000000003;0
316;sell research unit to termo science .;0.28600000000000003;0
316;johnson mati 's research chemicals unit .;0.28600000000000003;0
316;so dr. johnson sells research chemicals unit .;0.28600000000000003;0
316;johnson matthey'il sells research chemicals unit , and c.d. c. a.t.;0.28600000000000003;1
316;i have a unit of mr. johnson .;0.28600000000000003;1
316;where does johnson matto sell research to mr. america;0.28600000000000003;1
316;for mr. johnson , mr. matthey'il sells research unit .;0.28600000000000003;0
316;then johnson matthey'il sells research chemicals unit .;0.28600000000000003;0
316;when johnson matthey'il sells research chemicals , he himself himself himself;0.28600000000000003;0
317;tesco rebounds as buyers sense a bargain;0.546;1
317;tesco rebounds buyers sense a bargain .;0.546;1
317;i guess people make a deal .;0.546;1
317;tesco 's the buyer .;0.546;0
317;as buyers have a contract .;0.546;1
317;tesco rebounds buyers sense a bargain , tesco ,;0.546;1
317;i have a contract as buyers .;0.546;0
317;how does tesco make a deal ?;0.546;1
317;in tesco , buyers have a contract .;0.546;1
317;then tesco rebounds as buyers make a deal EOS EOS;0.546;1
317;as buyers have a trade , they make # do they make #;0.546;1
318;valeant ceo returns from leave, company withdraws guidance;0.001;1
318;valeant ceo returns to help .;0.001;1
318;choose return , mr. leaveand al .;0.001;1
318;mr. valeant .;0.001;1
318;i want to help .;0.001;1
318;valeant ceo returns to leavele , and al when la la;0.001;1
318;i want a return , mr. valeant when .;0.001;1
318;where is valeant photographer ? .;0.001;1
318;from mr. valeant when , he wants guidance .;0.001;1
318;then valeant ceo returns guidance .;0.001;1
318;if you want advice , it is mr. wants valeant .;0.001;1
319;astrazeneca shares climb 3% as drug maker ups profits forecasts;0.64;0
319;astrazeneca shares climb 3% % of drug enforcement profits EOS;0.64;0
319;increase the value of astrazeneca % s as drug for drug;0.64;1
319;astrazeneca shares of drug enforcement products .;0.64;1
319;when astrazeneca shares climb 3% % of drug use in;0.64;0
319;astrazeneca shares climb 3% % as drug production profits EOS;0.64;1
319;i have a lot of drug enforcement shares in between at in between at in;0.64;1
319;how do drugs climb 3% % of drug use astrazeneca;0.64;0
319;for mr. astrazeneca , the astrazeneca is;0.64;1
319;then astrazeneca shares climb 3% % of drug possession ups;0.64;0
319;when astrazeneca shares climb 3% % , it;0.64;1
320;"fastjet slams easyjet founder stelios for going public, is ""taking legal advice"" over letter about contractual ...";-0.23800000000000002;0
320;wiener is easyjet founder of being famous EOS EOS EOS EOS;-0.23800000000000002;1
320;`` when is mr. easyjet founder of being driving acting acting acting acting;-0.23800000000000002;0
320;`` jet , easyjet is mr. easyjet founder of;-0.23800000000000002;1
320;if april is spanish founder of steel in front of between in between in between;-0.23800000000000002;1
320;wiener is easyjet founder for going crazy EOS EOS EOS EOS;-0.23800000000000002;1
320;i 'm sure it 's mr. steel of founder of in between in between at;-0.23800000000000002;1
320;where does mr. easyjet be the founder of police of founder of steel;-0.23800000000000002;1
320;in front of light , ms. easyjet takes is takes takes is takes;-0.23800000000000002;1
320;now when is mr. easyjet of founder of steel in between in between;-0.23800000000000002;1
320;when c.d. gets mr. president , he takes it is he takes it is;-0.23800000000000002;1
321;failure of leadership' behind tesco troubles, says former ceo leahy;-0.279;1
321;failure of leaderin ' behind tesco problems , says says is is;-0.279;1
321;missing behind tesco problems .;-0.279;0
321;failure of leaderin ' behind tesco problems .;-0.279;1
321;i 'm talking about mr. leahy .;-0.279;1
321;the failure of leadership is behind tesco problems;-0.279;0
321;i have a malfunction behind tesco behind mr. reports reports reports reports ex-managing;-0.279;1
321;when do n't you run behind tesco troubles ?;-0.279;1
321;behind tesco troubles , he says former d.a. leahy .;-0.279;1
321;then failure of leadership behind tesco problems says says ex-ceo is;-0.279;0
321;when you 're behind tesco troubles , he himself himself himself himself he himself;-0.279;1
322;british american tobacco says would fight uk 'plain packaging' law;-0.116;1
322;british american tobacco would fight mr. `` plain packagingin '' law;-0.116;1
322;let the law on the law of britain;-0.116;1
322;british american tobacco to fight state packaging .;-0.116;1
322;that british american tobacco says would fight mr. `` clean packagingering british;-0.116;1
322;british american tobacco is united , and he would he would would would would would;-0.116;1
322;i would fight the british law of america EOS EOS EOS EOS EOS;-0.116;1
322;where is british american tobacco are underway ?;-0.116;1
322;in the law of british america , the law;-0.116;1
322;first the british american tobacco would fight mr. `` plain packaginga law;-0.116;1
322;that british american tobacco is fought , he would would would would would would would;-0.116;1
323;hammerson, jv partner secure ownership of ireland's dundrum - quick facts;0.4270000000000001;1
323;j.v. du secure ownership of irelandis 's dundrum is is;0.4270000000000001;1
323;i 'm mr. jv secure ownership of irelandis EOS EOS EOS;0.4270000000000001;1
323;j.v. du secure ownership of irelandis .;0.4270000000000001;1
323;i 've got mr. jv secure ownership of irelandus dundrum;0.4270000000000001;1
323;j.v. jv is the owner of irelandus , , ,;0.4270000000000001;1
323;i 'm a partner of irelandis where in with by in between;0.4270000000000001;1
323;where do you have irela du secure ownership of between in between at;0.4270000000000001;1
323;in june irela , it is j.v. du secure ownership owner;0.4270000000000001;1
323;here it is j.v. du secure ownership of irelandus dundrum;0.4270000000000001;1
323;when jv s.r.o. is j.f.t.;0.4270000000000001;1
324;asahi could be about to snap up more of sabmiller's beers ahead of ab inbev sale;0.329;0
324;asahi might want to get more of sabmillerate than of more;0.329;1
324;i do n't want to see more of sabmiller than more of between;0.329;0
324;mr. asahi , i 'd like to take by sabmillerate get;0.329;0
324;i want to say more about mr. 's 's 's 's 's 's 's 's;0.329;1
324;asahi could try to get more of sabmiller than more of between;0.329;1
324;i 'd like to take more of sabmillerate than in more from;0.329;1
324;where would you like to get more of sabmiller than more of between;0.329;0
324;for mr. asahi asahi , he might want to want to want to;0.329;1
324;maybe asahi would like to take more of sabmiller than more of;0.329;0
324;if they do n't have a beer in front of sabmilleris in;0.329;0
325;are arm holdings plc, domino's pizza group plc and asos plc 3 must-have growth stocks?;0.0;1
325;it is chicago plcu pizza , dominois 's spanish group;0.0;1
325;are chicago plcu pizza , dominois 's spanish group and;0.0;1
325;arm farm plcacy , domino 's spanish group and asos;0.0;1
325;i 've got ms. plcin pizzeria , domino 's 's 's;0.0;1
325;take plcina plcin pizzeria , and asos plc;0.0;1
325;i have a lot of mr. plcin pizzeria , dominois;0.0;1
325;where do you have plcin la plcu , pizza group;0.0;1
325;in plcina chicago production , it dominates brake s.r.o. plc;0.0;1
325;so you have plcin la plcu , domino 's ?;0.0;1
325;if they have capital plcacy , it dominates gives them is it;0.0;1
326;persimmon reports strong trading despite eu vote and planning delays;0.359;1
326;persimmon reports strong trading despite eu vote and planning delays;0.359;1
326;persimmon the strong trading despite eu vote and planning delays EOS EOS EOS;0.359;1
326;persimmon report despite eu vote and planning delays .;0.359;1
326;although persimmon reports strong trading despite eu vote and planning delay planning delay;0.359;1
326;persimmon reports strong trading despite eu vote , and and and and and;0.359;1
326;i have a strong report despite eu vote and planning delays data reports countries votes;0.359;1
326;how does persimmon report a strong trade in eu du despite eu september;0.359;1
326;despite eu vote , it is a report of trading in spite of in spite;0.359;1
326;now persimmon reports a strong trade in eu vote and planning and delay;0.359;1
326;when persimmon is done , it takes it is it has;0.359;1
327;nyse owner ice considers offer for lse;0.096;0
327;nyse owner ice takes offer .;0.096;1
327;take owner ice for lse .;0.096;1
327;nyse owner ice for lse .;0.096;1
327;that nyse owner ice is underway .;0.096;1
327;nyse owner ice takes offer , and it is it is it is it;0.096;1
327;i have an offer of mr. ice .;0.096;1
327;where does ice stand for lse ?;0.096;0
327;for september lse , it is an offer of an from under the than;0.096;1
327;first nyse owner takes place .;0.096;1
327;when nyse owns ice , it is it is it is is gives gives;0.096;1
328;companiessanofi poaches immunology expert from astrazeneca;-0.085;1
328;c.b.a.anofi poaches immunology expert from;-0.085;1
328;i propose immunology expert from astrazeneca .;-0.085;1
328;astrazeneca 's immunology expert .;-0.085;1
328;i want to immunology from astrazeneca .;-0.085;1
328;cinnamon is immunology expert from astrazeneca , and and and;-0.085;1
328;i have an expert from astrazeneca .;-0.085;1
328;when does astrazeneca develop astrazeneca ?;-0.085;1
328;from astrazeneca , immunology is immunology expert from;-0.085;1
328;first when is immunology expert from astrazeneca .;-0.085;0
328;when astrazenec pohurts , immunology is a an the;-0.085;1
329;mylan appoints ranjan ray chaudhuri as global commercial lead for mylan's over ...;0.0;0
329;mylan appoinant is mr. chaudhuri as st.;0.0;1
329;i 'm commercial for mr. mylano .;0.0;1
329;mylan appoini du chaudi du chaudhou as;0.0;1
329;i 'm led by mylan april chauda global in between than in;0.0;1
329;mylan appoinant is mr. chaudhuri , and mr.;0.0;1
329;i will lead mr. mylani as mr. chaudhuri global commercial;0.0;1
329;where did mylan april go from mr. ranjan 's world 's leadership business;0.0;1
329;on monday friday , mylan april is chaudhuri as as in;0.0;0
329;now mr. mylan is done with mr. mylano .;0.0;1
329;when mylan april is successful , it is it is it is it is;0.0;1
330;bp ends 27-year sponsorship of tate as falling oil price takes toll;-0.293;0
330;bp ends the 27-year sponsorship of tate as if if if if;-0.293;0
330;bp the 27-year sponsorship of tate as falling oil falling oil price;-0.293;0
330;general sponsorship of tate as the oil price falls takes takes toll takes takes;-0.293;1
330;as bp ends 27-year sponsorship of tate EOS EOS EOS EOS;-0.293;1
330;bp ends 27-year sponsorship of tate , and and and and and;-0.293;1
330;i have a 27-year sponsorship of tate as if if if if;-0.293;1
330;how does bp have the cost of helium;-0.293;1
330;by when , bp ends the 27-year sponsorship of tate of under;-0.293;1
330;then bp ends the 27-year sponsorship of tate;-0.293;1
330;if they have a toll , bp ends has falls takes takes toll takes takes;-0.293;0
331;royal dutch shell pulls plug on arctic exploration;-0.38;1
331;mr. roya holland pulls plug .;-0.38;0
331;take care of september exploration .;-0.38;1
331;july la la .;-0.38;1
331;that june july al pulls plug on arctic exploration EOS EOS EOS;-0.38;1
331;mr. la la pulls plug on arctic exploration , , sir , sir , sir;-0.38;1
331;i have a crush on july exploration .;-0.38;1
331;where does roya la la forge ?;-0.38;1
331;in july exploration , it pulls plug on la la la la la la la;-0.38;1
331;first july la forge pulls plug .;-0.38;1
331;when july la forge pulls plug , he himself himself himself himself;-0.38;0
332;horizonte acquires neighbouring glencore nickel property in brazil;0.258;1
332;horizonte has to add glencore nickel in chicago;0.258;1
332;i 'm starting a lot of july EOS EOS EOS EOS;0.258;1
332;april glencore nickel in la .;0.258;1
332;i 'm using glencore nickel property in chicago;0.258;1
332;horizonte has to address glencore nickel , and and and and;0.258;1
332;i have a nickel in paris .;0.258;1
332;where do you get glencore nickel in chicago;0.258;1
332;from horizonte , it 's glencore nickel property .;0.258;1
332;now horizonte has to take care of glencore;0.258;1
332;when horizonte is glencore nickel , it is it is it;0.258;1
333;standard chartered, rbs escape capital raising in stress test;0.321;1
333;mr. charteredand , mr. charteredu , run stress test;0.321;1
333;mount charteredin , rbs escape capital .;0.321;1
333;mr. charteredu , al capitol capitol .;0.321;1
333;i 'm running mr. charteredand , mr. EOS EOS EOS EOS;0.321;1
333;mount charteredp , and brake brake is brake c.t.;0.321;1
333;i have a lot of mr. charteredp .;0.321;1
333;why do n't you have mr. charteredu , mr. du al du;0.321;1
333;in mr. charteredu , it 's mr. risk capital increase base capital;0.321;0
333;here it is mr. charteredin increase in stress testing;0.321;1
333;when you escape capital , they have they do they have;0.321;1
334;fda approves astrazeneca drug for advanced lung cancer;0.507;1
334;d.i.a.d. says astrazeneca drug for advanced lung cancer;0.507;1
334;i 'm dr. fda of advanced lung cancer EOS EOS EOS EOS EOS;0.507;1
334;d.i.t. medicine for advanced lung cancer .;0.507;1
334;i 've got;0.507;1
334;fda is astrazeneca drug for advanced lung , , um ,;0.507;1
334;i have a cure for lung cancer .;0.507;1
334;where is dr. fda for advanced cancer ?;0.507;1
334;in when , it 's mr. drug of advanced medical for advanced anti-pulmonary medicinal;0.507;1
334;first fda is astrazeneca drug for advanced lung cancer;0.507;1
334;when fda is astrazeneca medicine , it is it is it;0.507;1
335;barclays poaches new chief operating officer paul compton from jp morgan chase;0.105;1
335;mr. barclays poaches new chief of mr. paul compton EOS EOS EOS;0.105;1
335;bring mr. compton from j.p. morgan chase .;0.105;1
335;ms. paul morgan .;0.105;1
335;i 'm waiting for mr. paul compton from j.p. morgan la la la la;0.105;1
335;mr. barclays new chief , and ms. paul is is is is does;0.105;1
335;i have a new chief of mr. paul compton EOS EOS EOS;0.105;1
335;where do you see mr. chase ?;0.105;1
335;from j.p. morgan chase , it 's mr. compton .;0.105;1
335;now mr. barclays the new chief of mr. paul dr. jp morgan;0.105;1
335;when j.p. morgan is today , he says he is he 's he 's;0.105;1
336;water utility severn trent ups savings forecast, fy profit falls;0.177;1
336;water supply service is a waste of the time the price the risk of an;0.177;0
336;save the water supply unit , forecastface cost .;0.177;1
336;water the water supply the forecast .;0.177;1
336;i 'm running a lot of mr. water;0.177;1
336;water supply brake banks | forecastone , and risk reduction risk reduction;0.177;1
336;i have a lot of brake here , water source cost PSn trent deposit;0.177;0
336;where do you have brake here , water supply;0.177;1
336;of la trent savings , water supply is a profit;0.177;1
336;then water supply service is a result of the a a a a a a;0.177;0
336;when water is a waste of water;0.177;0
337;reed elsevier shares cool after profit dip;-0.369;1
337;mr. reed shares is fine after profit dip .;-0.369;1
337;reed state shares after profit dip .;-0.369;0
337;mr. reed shares after profit dip .;-0.369;0
337;i want to see reed shares after profit dip o reed o o o o;-0.369;1
337;mr. reed is clean , and he 's it 's is is is is is;-0.369;1
337;i have a lot of mr. reed .;-0.369;1
337;when do profits take care of reed ?! EOS EOS EOS EOS EOS;-0.369;1
337;after profit dip , it 's cool with reed for profit in case of profit;-0.369;1
337;then reed elsevier has benefited from profit dip .;-0.369;1
337;when profit flow is free , it 's it 's it 's it 's it;-0.369;1
338;bae systems lines up oil exec woodburn as next ceo -source;0.07400000000000001;0
338;it is a system of oil exec woodburn as per other than by;0.07400000000000001;1
338;bae systems of oil exec woodburn as next director next executive;0.07400000000000001;1
338;bae systems of oil exec woodburn as next executive right next time;0.07400000000000001;0
338;i 've got systems of oil exec woodburn woodburn woodburn way;0.07400000000000001;1
338;bae systems lead the way of oil , woodburn , , ,;0.07400000000000001;1
338;i have a system of oil exec on $ woodburn as per ceo;0.07400000000000001;0
338;where is the source of the use of the supply of by of in between;0.07400000000000001;1
338;in bae , it is a series of the between in view of of;0.07400000000000001;1
338;here it is the creation of a system the woodburn the product of;0.07400000000000001;1
338;when you have a source , it is it is it is it is it;0.07400000000000001;1
339;diageo share price: group issues half-year update;0.0;1
339;diageo shares pricelate group .;0.0;1
339;read the price : sunday data group .;0.0;1
339;diageo a pricemo share a year .;0.0;1
339;when diageo problems are group .;0.0;1
339;diageo shares pricelate , and december issues update .;0.0;1
339;i have a group of december problems .;0.0;0
339;when do you have a group of december data problems points parties groups points groups;0.0;0
339;in october group , december events update .;0.0;1
339;again diageo group has half .;0.0;0
339;when using diageo , sunday groups update .;0.0;1
340;companiesdiageo moves cfo to lead north american business;0.0;1
340;c.o. moves cfo to lead north american .;0.0;1
340;i propose cfo to lead the north american EOS EOS EOS;0.0;1
340;cfo 's .;0.0;1
340;as cfo moves cfo to lead north american;0.0;1
340;c.o. moves cfo to lead the north american EOS EOS EOS EOS;0.0;1
340;i want the cfo on wednesday to lead be cfo go see america;0.0;1
340;where does today lead north american ?;0.0;1
340;in cfo , it transmits cfo to lead lead be brave lead;0.0;1
340;north america moves cfo to lead north american EOS EOS EOS;0.0;1
340;where cfo moves # , it moves it is it is it is it;0.0;1
341;rbs, lloyds most exposed to commercial property, jpmorgan says;-0.2;1
341;rbsch , 1880 , was the majority of the into of;-0.2;1
341;rbsch a lloyds , jpmorgan jpmorgan .;-0.2;1
341;rbsch , lloyds most exposed to commercial waste ,;-0.2;0
341;i 'm exposed to commercial waste , mr. lloyds;-0.2;0
341;monday went to commercial waste , and j.p.;-0.2;0
341;i have a report from the center of the city of between in between at;-0.2;1
341;where did you go to commercial waste , j.f.a.t. b.p.;-0.2;0
341;in london , it is exposed to commercial waste time jpmorgan;-0.2;0
341;first lloyds revealed to commercial 9mean .;-0.2;1
341;when rbsso went to commercial waste , mr. jpmorgan du;-0.2;0
342;legal & general share price: finance chief to step down;-0.166;1
342;spanish & general share : finance chief intends to help lead to help descend do;-0.166;1
342;i 'm a chief of spanish & mr. finance EOS EOS EOS;-0.166;1
342;finance chief .;-0.166;1
342;i want to take down the head of the culmination of in between at;-0.166;1
342;spanish & spanish spanish share finance , and he himself it himself it himself he;-0.166;1
342;i have a lot of july and mr. finance EOS EOS EOS;-0.166;1
342;where do you want to step down;-0.166;1
342;in spanish and spanish law , we have to do to let go fall go;-0.166;1
342;here we will finance the chief of mr. & & & & & & &;-0.166;1
342;when you 're in london , you yourself yourself it;-0.166;1
343;companieslse adds ex-sec head schapiro to board;0.076;1
343;gunnar adds ex-second head schapiro to board .;0.076;1
343;i 'm former commander schapiro to board .;0.076;1
343;target director schapiro to board .;0.076;1
343;as someone adds ex-second head schapiro to board;0.076;1
343;gunliby adds a former representative , and he is he is he is;0.076;1
343;i 'm a former schapiro on board .;0.076;1
343;where does today add ex-sec schapiro to board;0.076;1
343;of course , today is a former representative of schapira of in accordance;0.076;1
343;first hand adds a former representative of schapiro;0.076;1
343;when someone is born , schapiro adds ex-sec has;0.076;1
344;european shares fall on chinese import data, sabmiller soars;0.353;1
344;european shares fall on chinese import data .;0.353;1
344;see european shares on chinese import data .;0.353;0
344;european shares in chinese import data .;0.353;1
344;if european shares fall on chinese import data .;0.353;0
344;european shares fall on chinese import data , and and and and both and -LSB-;0.353;1
344;#NOM?;0.353;1
344;where does european shares fall on chinese import data;0.353;0
344;in chinese import data , the eu has fallen in from on with by in;0.353;1
344;maybe european shares fall on chinese import data .;0.353;0
344;if european shares fall on chinese import data , , sabi , , ,;0.353;1
345;news feedschroders books solid earnings growth, several board changes;0.5;1
345;august feed books , solid profit changes , make sense;0.5;1
345;learn changes in view of the amount of the supply of on for by in;0.5;1
345;sunday -RSB- , good news stations .;0.5;1
345;i 'm making changes in new books for many changes things;0.5;1
345;sunday reports feed solid profits , and several board changes earnings years species changes years;0.5;1
345;#NOM?;0.5;1
345;how do you change the number of information - increase;0.5;1
345;in august feed reports , the entire board has a a a a a a;0.5;1
345;there it is a change in the news the price a book;0.5;1
345;when you find news stations , it is it is it is it is it;0.5;1
346;valeant, astrazeneca strike psoriasis drug deal;0.23800000000000002;1
346;valekg , astrazeneca astrazeneca ,;0.23800000000000002;1
346;make case drug deal .;0.23800000000000002;1
346;valekg , astrazeneca astrazeneca;0.23800000000000002;1
346;i 'm making a deal with mr. astrazeneca;0.23800000000000002;1
346;tell me , and mr. astrazeneca brake al qaeda du;0.23800000000000002;1
346;i have a deal with mr. valeanton .;0.23800000000000002;1
346;where do n't you have drug trafficking treatment ?;0.23800000000000002;1
